"organismofinterest","variable","date_year","prop_noNA","prop_wNA"
"Enterococcus faecalis","FQL_class",2018,0.296097770154374,0.161124722902812
"Enterococcus faecalis","FQL_class",2019,0.271422060164084,0.13748124206395
"Enterococcus faecalis","FQL_class",2020,0.245161290322581,0.118280857177062
"Enterococcus faecalis","FQL_class",2021,0.232974910394265,0.109109221128021
"Enterococcus faecalis","FQL_class",2022,0.230544747081712,0.111950873878129
"Enterococcus faecium","FQL_class",2007,0.965376782077393,0.432876712328767
"Enterococcus faecium","FQL_class",2008,0.954463750748952,0.443856227361382
"Enterococcus faecium","FQL_class",2009,0.951720310765816,0.466539717083787
"Enterococcus faecium","FQL_class",2010,0.957159624413146,0.469758064516129
"Enterococcus faecium","FQL_class",2011,0.954117647058824,0.453706293706294
"Enterococcus faecium","FQL_class",2012,0.943625880845612,0.447040971168437
"Enterococcus faecium","FQL_class",2013,0.94421315570358,0.401273885350318
"Enterococcus faecium","FQL_class",2014,0.935265700483092,0.401826484018265
"Enterococcus faecium","FQL_class",2015,0.94,0.431192660550459
"Enterococcus faecium","FQL_class",2016,0.920046349942063,0.42965367965368
"Enterococcus faecium","FQL_class",2017,0.91741935483871,0.407216494845361
"Enterococcus faecium","FQL_class",2018,0.917232021709634,0.436692506459948
"Enterococcus faecium","FQL_class",2019,0.909688013136289,0.404084609773888
"Enterococcus faecium","FQL_class",2020,0.91214953271028,0.391339214113873
"Enterococcus faecium","FQL_class",2021,0.906143344709898,0.366966136834831
"Enterococcus faecium","FQL_class",2022,0.924418604651163,0.405612244897959
"Escherichia coli","FQL_class",2007,0.359615384615385,0.332929782082324
"Escherichia coli","FQL_class",2008,0.389743222945426,0.362927933928334
"Escherichia coli","FQL_class",2009,0.389091912018203,0.360229811682094
"Escherichia coli","FQL_class",2010,0.390061266167461,0.366368286445013
"Escherichia coli","FQL_class",2011,0.387873146732265,0.369147051379398
"Escherichia coli","FQL_class",2012,0.389845626072041,0.365026339457793
"Escherichia coli","FQL_class",2013,0.390719710165122,0.370140584779883
"Escherichia coli","FQL_class",2014,0.383252478380089,0.366060036263515
"Escherichia coli","FQL_class",2015,0.383459187342682,0.369841159741971
"Escherichia coli","FQL_class",2016,0.370872773347246,0.346735419134555
"Escherichia coli","FQL_class",2017,0.365088845751829,0.341075538815652
"Escherichia coli","FQL_class",2018,0.349924357034796,0.32600422832981
"Escherichia coli","FQL_class",2019,0.346962436234348,0.319433572902583
"Escherichia coli","FQL_class",2020,0.335524608597872,0.305529300567108
"Escherichia coli","FQL_class",2021,0.318570958182417,0.290562354531121
"Escherichia coli","FQL_class",2022,0.336259541984733,0.297434166103984
"Klebsiella pneumoniae","FQL_class",2007,0.142785571142285,0.133224260839079
"Klebsiella pneumoniae","FQL_class",2008,0.161093511674293,0.150564754907336
"Klebsiella pneumoniae","FQL_class",2009,0.144618834080717,0.135120980412695
"Klebsiella pneumoniae","FQL_class",2010,0.14034301087322,0.132894597176521
"Klebsiella pneumoniae","FQL_class",2011,0.136712417594294,0.131278538812785
"Klebsiella pneumoniae","FQL_class",2012,0.132301434866117,0.125213857998289
"Klebsiella pneumoniae","FQL_class",2013,0.132691646613957,0.126695842450766
"Klebsiella pneumoniae","FQL_class",2014,0.126832018038331,0.121542783059637
"Klebsiella pneumoniae","FQL_class",2015,0.114124691792885,0.11088295687885
"Klebsiella pneumoniae","FQL_class",2016,0.112289601106756,0.106077107384012
"Klebsiella pneumoniae","FQL_class",2017,0.10510617990933,0.0985238201744576
"Klebsiella pneumoniae","FQL_class",2018,0.10896652821891,0.101629258288709
"Klebsiella pneumoniae","FQL_class",2019,0.118163240774132,0.109016302539647
"Klebsiella pneumoniae","FQL_class",2020,0.124735729386892,0.1125283108833
"Klebsiella pneumoniae","FQL_class",2021,0.129907476869217,0.117361346436236
"Klebsiella pneumoniae","FQL_class",2022,0.127853881278539,0.113763331640427
"Pseudomonas aeruginosa","FQL_class",2007,0.326824732682473,0.304757776091904
"Pseudomonas aeruginosa","FQL_class",2008,0.35205402363534,0.329818641923239
"Pseudomonas aeruginosa","FQL_class",2009,0.35748469671675,0.332298779226154
"Pseudomonas aeruginosa","FQL_class",2010,0.342940125111707,0.318134715025907
"Pseudomonas aeruginosa","FQL_class",2011,0.308183856502242,0.289307514207535
"Pseudomonas aeruginosa","FQL_class",2012,0.290422957243287,0.270502361528553
"Pseudomonas aeruginosa","FQL_class",2013,0.28159425671494,0.263706966500522
"Pseudomonas aeruginosa","FQL_class",2014,0.278328981723238,0.261755678330264
"Pseudomonas aeruginosa","FQL_class",2015,0.278318038624846,0.265066527524133
"Pseudomonas aeruginosa","FQL_class",2016,0.248242591316334,0.228292559259729
"Pseudomonas aeruginosa","FQL_class",2017,0.235583492757584,0.219729798623502
"Pseudomonas aeruginosa","FQL_class",2018,0.202371328482889,0.190972663699936
"Pseudomonas aeruginosa","FQL_class",2019,0.190956749672346,0.180769230769231
"Pseudomonas aeruginosa","FQL_class",2020,0.175045007616674,0.163413057530705
"Pseudomonas aeruginosa","FQL_class",2021,0.166976867854294,0.157571195583992
"Pseudomonas aeruginosa","FQL_class",2022,0.175328383780697,0.166215484569572
"Serratia marcescens","FQL_class",2007,0.107868020304569,0.100117785630153
"Serratia marcescens","FQL_class",2008,0.123203285420945,0.113924050632911
"Serratia marcescens","FQL_class",2009,0.113740959894806,0.10497572815534
"Serratia marcescens","FQL_class",2010,0.117246080436264,0.11025641025641
"Serratia marcescens","FQL_class",2011,0.0914166085136078,0.0866402116402116
"Serratia marcescens","FQL_class",2012,0.0908430232558139,0.0849184782608696
"Serratia marcescens","FQL_class",2013,0.0748299319727891,0.0709169054441261
"Serratia marcescens","FQL_class",2014,0.0770381451009723,0.0735189150606709
"Serratia marcescens","FQL_class",2015,0.0726855394032135,0.0701624815361891
"Serratia marcescens","FQL_class",2016,0.0601783060921248,0.0568421052631579
"Serratia marcescens","FQL_class",2017,0.0542635658914729,0.0504322766570605
"Serratia marcescens","FQL_class",2018,0.043447792571829,0.0411686586985392
"Serratia marcescens","FQL_class",2019,0.0468975468975469,0.0433622414943296
"Serratia marcescens","FQL_class",2020,0.0466988727858293,0.0424908424908425
"Serratia marcescens","FQL_class",2021,0.0618401206636501,0.0569049271339348
"Serratia marcescens","FQL_class",2022,0.0481099656357388,0.043343653250774
"Staphylococcus aureus","FQL_class",2007,0.546316703399452,0.397396035755927
"Staphylococcus aureus","FQL_class",2008,0.550782620902646,0.383772680588839
"Staphylococcus aureus","FQL_class",2009,0.53557118016179,0.358828892716037
"Staphylococcus aureus","FQL_class",2010,0.512003087610961,0.346461217027945
"Staphylococcus aureus","FQL_class",2011,0.509768510917747,0.338696482137987
"Staphylococcus aureus","FQL_class",2012,0.503706257541803,0.325625452721903
"Staphylococcus aureus","FQL_class",2013,0.4904,0.329314152689071
"Staphylococcus aureus","FQL_class",2014,0.471693026599569,0.326004595987827
"Staphylococcus aureus","FQL_class",2015,0.480084461080718,0.329642810069856
"Staphylococcus aureus","FQL_class",2016,0.468563043232871,0.285115735970877
"Staphylococcus aureus","FQL_class",2017,0.45247672681301,0.274834205933682
"Staphylococcus aureus","FQL_class",2018,0.430827619980411,0.251644736842105
"Staphylococcus aureus","FQL_class",2019,0.409308692676249,0.225541223504564
"Staphylococcus aureus","FQL_class",2020,0.400318217979316,0.206669952357483
"Staphylococcus aureus","FQL_class",2021,0.379598662207358,0.188977688977689
"Staphylococcus aureus","FQL_class",2022,0.38119911176906,0.184587813620072
