"organismofinterest","variable","date_year","prop_noNA","prop_wNA"
"Klebsiella pneumoniae","CPM_class",2021,0.0212799005902454,0.0154749802326895
"Klebsiella pneumoniae","CPM_class",2022,0.0237928621413576,0.0172676485525648
"Enterobacter cloacae","CPM_class",2007,0.014402304368699,0.0105189340813464
"Enterobacter cloacae","CPM_class",2008,0.0221920289855072,0.0166780122532335
"Enterobacter cloacae","CPM_class",2009,0.0361768646717285,0.0270090030010003
"Enterobacter cloacae","CPM_class",2010,0.0273518441773726,0.0214983713355049
"Enterobacter cloacae","CPM_class",2011,0.0349362926428278,0.028931245745405
"Enterobacter cloacae","CPM_class",2012,0.0435129740518962,0.0366140409808532
"Enterobacter cloacae","CPM_class",2013,0.0422163588390501,0.0350620891161432
"Enterobacter cloacae","CPM_class",2014,0.0520430107526882,0.0433070866141732
"Enterobacter cloacae","CPM_class",2015,0.0622161671207993,0.0526315789473684
"Enterobacter cloacae","CPM_class",2016,0.073542600896861,0.0586762075134168
"Enterobacter cloacae","CPM_class",2017,0.0829289810322011,0.0663373323923783
"Enterobacter cloacae","CPM_class",2018,0.0801822323462415,0.0639302579004722
"Enterobacter cloacae","CPM_class",2019,0.0917748917748918,0.0726276121959575
"Enterobacter cloacae","CPM_class",2020,0.0895968143354903,0.0700389105058366
"Enterobacter cloacae","CPM_class",2021,0.0821670428893905,0.0631725095452968
"Enterobacter cloacae","CPM_class",2022,0.101382488479263,0.0789946140035907
"Serratia marcescens","CPM_class",2007,0.0255354200988468,0.0182567726737338
"Serratia marcescens","CPM_class",2008,0.027898866608544,0.020253164556962
"Serratia marcescens","CPM_class",2009,0.0197530864197531,0.0145631067961165
"Serratia marcescens","CPM_class",2010,0.0169354838709677,0.0134615384615385
"Serratia marcescens","CPM_class",2011,0.0357142857142857,0.0284391534391534
"Serratia marcescens","CPM_class",2012,0.0207296849087894,0.0169836956521739
"Serratia marcescens","CPM_class",2013,0.0243217960710945,0.0186246418338109
"Serratia marcescens","CPM_class",2014,0.0339805825242718,0.0249821556031406
"Serratia marcescens","CPM_class",2015,0.04,0.0310192023633678
"Serratia marcescens","CPM_class",2016,0.0518038852913969,0.0392982456140351
"Serratia marcescens","CPM_class",2017,0.0475247524752475,0.0345821325648415
"Serratia marcescens","CPM_class",2018,0.0564010743061773,0.0418326693227092
"Serratia marcescens","CPM_class",2019,0.0480072463768116,0.0353569046030687
"Serratia marcescens","CPM_class",2020,0.0396341463414634,0.0285714285714286
"Serratia marcescens","CPM_class",2021,0.0262910798122066,0.0194309507286607
"Serratia marcescens","CPM_class",2022,0.046218487394958,0.0340557275541796
"Pseudomonas aeruginosa","CPM_class",2007,0.166756610901241,0.133954698168419
"Pseudomonas aeruginosa","CPM_class",2008,0.186408262144588,0.154154365246731
"Pseudomonas aeruginosa","CPM_class",2009,0.16964174260392,0.140595903165736
"Pseudomonas aeruginosa","CPM_class",2010,0.188318981654811,0.156373056994819
"Pseudomonas aeruginosa","CPM_class",2011,0.195752654590881,0.164912649968428
"Pseudomonas aeruginosa","CPM_class",2012,0.184668105089478,0.156182911120653
"Pseudomonas aeruginosa","CPM_class",2013,0.197743222787946,0.166570070708242
"Pseudomonas aeruginosa","CPM_class",2014,0.197947214076246,0.165745856353591
"Pseudomonas aeruginosa","CPM_class",2015,0.197932502280328,0.169840855726585
"Pseudomonas aeruginosa","CPM_class",2016,0.177504667081518,0.144631765749778
"Pseudomonas aeruginosa","CPM_class",2017,0.176250584385227,0.144149885291868
"Pseudomonas aeruginosa","CPM_class",2018,0.151769087523277,0.124348378893833
"Pseudomonas aeruginosa","CPM_class",2019,0.130674846625767,0.105707196029777
"Pseudomonas aeruginosa","CPM_class",2020,0.123614098957471,0.096574014221073
"Pseudomonas aeruginosa","CPM_class",2021,0.125255061999686,0.100112909296199
"Pseudomonas aeruginosa","CPM_class",2022,0.126027397260274,0.0996210070384407
"Acinetobacter Sp.","CPM_class",2007,0.228444444444444,0.194402420574887
"Acinetobacter Sp.","CPM_class",2008,0.327814569536424,0.269754768392371
"Acinetobacter Sp.","CPM_class",2009,0.414123801220575,0.312294543063774
"Acinetobacter Sp.","CPM_class",2010,0.347701149425287,0.261904761904762
"Acinetobacter Sp.","CPM_class",2011,0.336805555555556,0.236970684039088
"Acinetobacter Sp.","CPM_class",2012,0.317714285714286,0.223832528180354
"Acinetobacter Sp.","CPM_class",2013,0.303108808290155,0.215073529411765
"Acinetobacter Sp.","CPM_class",2014,0.297520661157025,0.2217659137577
"Acinetobacter Sp.","CPM_class",2015,0.268041237113402,0.193617021276596
"Acinetobacter Sp.","CPM_class",2016,0.189054726368159,0.122712594187298
"Acinetobacter Sp.","CPM_class",2017,0.24512987012987,0.175377468060395
"Acinetobacter Sp.","CPM_class",2018,0.234811165845649,0.172914147521161
"Acinetobacter Sp.","CPM_class",2019,0.216796875,0.157446808510638
"Acinetobacter Sp.","CPM_class",2020,0.191304347826087,0.139904610492846
"Acinetobacter Sp.","CPM_class",2021,0.228813559322034,0.163141993957704
"Acinetobacter Sp.","CPM_class",2022,0.229885057471264,0.172413793103448
