"organismofinterest","variable","date_year","prop_noNA","prop_wNA"
"Enterobacter cloacae","CPH_03_class",2021,0.265021886191803,0.23116973273169
"Enterobacter cloacae","CPH_03_class",2022,0.269807280513919,0.226211849192101
"Serratia marcescens","CPH_03_class",2007,0.115089514066496,0.106007067137809
"Serratia marcescens","CPH_03_class",2008,0.121984838042729,0.112025316455696
"Serratia marcescens","CPH_03_class",2009,0.103010033444816,0.0934466019417476
"Serratia marcescens","CPH_03_class",2010,0.09198606271777,0.0846153846153846
"Serratia marcescens","CPH_03_class",2011,0.0876944837340877,0.082010582010582
"Serratia marcescens","CPH_03_class",2012,0.100729927007299,0.09375
"Serratia marcescens","CPH_03_class",2013,0.131759329779132,0.123925501432665
"Serratia marcescens","CPH_03_class",2014,0.115996967399545,0.109207708779443
"Serratia marcescens","CPH_03_class",2015,0.0999200639488409,0.0923190546528804
"Serratia marcescens","CPH_03_class",2016,0.101526717557252,0.0933333333333333
"Serratia marcescens","CPH_03_class",2017,0.124302788844622,0.112391930835735
"Serratia marcescens","CPH_03_class",2018,0.142439737034332,0.129482071713147
"Serratia marcescens","CPH_03_class",2019,0.116104868913858,0.103402268178786
"Serratia marcescens","CPH_03_class",2020,0.123595505617978,0.112820512820513
"Serratia marcescens","CPH_03_class",2021,0.179331306990881,0.163775156141568
"Serratia marcescens","CPH_03_class",2022,0.167224080267559,0.154798761609907
"Pseudomonas aeruginosa","CPH_03_class",2007,0.583210009417463,0.4698168418771
"Pseudomonas aeruginosa","CPH_03_class",2008,0.562940715591538,0.454555040067482
"Pseudomonas aeruginosa","CPH_03_class",2009,0.543222506393862,0.439478584729981
"Pseudomonas aeruginosa","CPH_03_class",2010,0.513899613899614,0.413782383419689
"Pseudomonas aeruginosa","CPH_03_class",2011,0.451366559485531,0.354556935382025
"Pseudomonas aeruginosa","CPH_03_class",2012,0.419137659361123,0.314083297552598
"Pseudomonas aeruginosa","CPH_03_class",2013,0.372103520914836,0.286658166222325
"Pseudomonas aeruginosa","CPH_03_class",2014,0.331073956921223,0.269858809085328
"Pseudomonas aeruginosa","CPH_03_class",2015,0.322916666666667,0.266892773284633
"Pseudomonas aeruginosa","CPH_03_class",2016,0.298619198136749,0.227532006591456
"Pseudomonas aeruginosa","CPH_03_class",2017,0.285809349525869,0.218965077746622
"Pseudomonas aeruginosa","CPH_03_class",2018,0.206878937510642,0.154481881754609
"Pseudomonas aeruginosa","CPH_03_class",2019,0.14865314266711,0.110918114143921
"Pseudomonas aeruginosa","CPH_03_class",2020,0.150175050672563,0.105365223012282
"Pseudomonas aeruginosa","CPH_03_class",2021,0.124153900961881,0.0874419771672312
"Pseudomonas aeruginosa","CPH_03_class",2022,0.128560431100847,0.0904168922577152
"Acinetobacter Sp.","CPH_03_class",2007,0.768831168831169,0.671709531013616
"Acinetobacter Sp.","CPH_03_class",2008,0.752730109204368,0.657356948228883
"Acinetobacter Sp.","CPH_03_class",2009,0.768421052631579,0.671926364234056
"Acinetobacter Sp.","CPH_03_class",2010,0.733278955954323,0.648629148629149
"Acinetobacter Sp.","CPH_03_class",2011,0.729433272394881,0.649837133550489
"Acinetobacter Sp.","CPH_03_class",2012,0.68521897810219,0.604669887278583
"Acinetobacter Sp.","CPH_03_class",2013,0.675284384694933,0.600183823529412
"Acinetobacter Sp.","CPH_03_class",2014,0.648491879350348,0.573921971252567
"Acinetobacter Sp.","CPH_03_class",2015,0.652121212121212,0.572340425531915
"Acinetobacter Sp.","CPH_03_class",2016,0.608695652173913,0.51237890204521
"Acinetobacter Sp.","CPH_03_class",2017,0.6,0.515679442508711
"Acinetobacter Sp.","CPH_03_class",2018,0.613086770981508,0.521160822249093
"Acinetobacter Sp.","CPH_03_class",2019,0.597643097643098,0.50354609929078
"Acinetobacter Sp.","CPH_03_class",2020,0.560975609756098,0.475357710651828
"Acinetobacter Sp.","CPH_03_class",2021,0.512635379061372,0.429003021148036
"Acinetobacter Sp.","CPH_03_class",2022,0.56989247311828,0.456896551724138
